[24dic.2023 02:04:56.832] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.3.0, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, nogui]
[24dic.2023 02:04:56.849] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.9 by Oracle Corporation; OS Windows 10 arch amd64 version 10.0
[24dic.2023 02:04:59.086] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/lucho/Desktop/server%20mine/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[24dic.2023 02:04:59.722] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\lucho\Desktop\server mine\libraries\net\minecraftforge\fmlcore\1.19.2-43.3.0\fmlcore-1.19.2-43.3.0.jar is missing mods.toml file
[24dic.2023 02:04:59.744] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\lucho\Desktop\server mine\libraries\net\minecraftforge\javafmllanguage\1.19.2-43.3.0\javafmllanguage-1.19.2-43.3.0.jar is missing mods.toml file
[24dic.2023 02:04:59.759] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\lucho\Desktop\server mine\libraries\net\minecraftforge\lowcodelanguage\1.19.2-43.3.0\lowcodelanguage-1.19.2-43.3.0.jar is missing mods.toml file
[24dic.2023 02:04:59.773] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\lucho\Desktop\server mine\libraries\net\minecraftforge\mclanguage\1.19.2-43.3.0\mclanguage-1.19.2-43.3.0.jar is missing mods.toml file
[24dic.2023 02:05:00.051] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 6 dependencies adding them to mods collection
[24dic.2023 02:05:01.358] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[24dic.2023 02:05:07.464] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.CrateModule
[24dic.2023 02:05:07.466] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.PipesModule
[24dic.2023 02:05:07.470] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.TotemOfHoldingModule
[24dic.2023 02:05:07.475] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.TinyPotatoModule
[24dic.2023 02:05:07.477] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.MagnetsModule
[24dic.2023 02:05:07.481] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.BackpackModule
[24dic.2023 02:05:07.484] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.MatrixEnchantingModule
[24dic.2023 02:05:07.488] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONSTRUCT
[24dic.2023 02:05:07.588] [modloading-worker-0/INFO] [quark/]: Loading Module Chute
[24dic.2023 02:05:07.588] [modloading-worker-0/INFO] [quark/]: Loading Module Obsidian Plate
[24dic.2023 02:05:07.588] [modloading-worker-0/INFO] [quark/]: Loading Module Feeding Trough
[24dic.2023 02:05:07.590] [modloading-worker-0/INFO] [quark/]: Loading Module Chains Connect Blocks
[24dic.2023 02:05:07.591] [modloading-worker-0/INFO] [quark/]: Loading Module Dispensers Place Blocks
[24dic.2023 02:05:07.591] [modloading-worker-0/INFO] [quark/]: Loading Module Redstone Randomizer
[24dic.2023 02:05:07.591] [modloading-worker-0/INFO] [quark/]: Loading Module Metal Buttons
[24dic.2023 02:05:07.591] [modloading-worker-0/INFO] [quark/]: Loading Module Ender Watcher
[24dic.2023 02:05:07.591] [modloading-worker-0/INFO] [quark/]: Loading Module Gravisand
[24dic.2023 02:05:07.591] [modloading-worker-0/INFO] [quark/]: Loading Module Iron Rod
[24dic.2023 02:05:07.591] [modloading-worker-0/INFO] [quark/]: Loading Module Pistons Move Tile Entities
[24dic.2023 02:05:07.593] [modloading-worker-0/INFO] [quark/]: Loading Module Jukebox Automation
[24dic.2023 02:05:07.595] [modloading-worker-0/INFO] [quark/]: Loading Module Gold Bars
[24dic.2023 02:05:07.595] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Chests
[24dic.2023 02:05:07.600] [modloading-worker-0/INFO] [quark/]: Loading Module Vertical Planks
[24dic.2023 02:05:07.600] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Ladders
[24dic.2023 02:05:07.600] [modloading-worker-0/INFO] [quark/]: Loading Module Bamboo Backport
[24dic.2023 02:05:07.600] [modloading-worker-0/INFO] [quark/]: Loading Module Framed Glass
[24dic.2023 02:05:07.600] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Furnaces
[24dic.2023 02:05:07.601] [modloading-worker-0/INFO] [quark/]: Loading Module More Potted Plants
[24dic.2023 02:05:07.601] [modloading-worker-0/INFO] [quark/]: Loading Module Sturdy Stone
[24dic.2023 02:05:07.601] [modloading-worker-0/INFO] [quark/]: Loading Module Leaf Carpet
[24dic.2023 02:05:07.601] [modloading-worker-0/INFO] [quark/]: Loading Module Vertical Slabs
[24dic.2023 02:05:07.601] [modloading-worker-0/INFO] [quark/]: Loading Module Nether Brick Fence Gate
[24dic.2023 02:05:07.601] [modloading-worker-0/INFO] [quark/]: Loading Module Compressed Blocks
[24dic.2023 02:05:07.601] [modloading-worker-0/INFO] [quark/]: Loading Module Soul Sandstone
[24dic.2023 02:05:07.601] [modloading-worker-0/INFO] [quark/]: Loading Module Stools
[24dic.2023 02:05:07.603] [modloading-worker-0/INFO] [quark/]: Loading Module Duskbound Blocks
[24dic.2023 02:05:07.603] [modloading-worker-0/INFO] [quark/]: Loading Module Japanese Palette
[24dic.2023 02:05:07.603] [modloading-worker-0/INFO] [quark/]: Loading Module Shear Vines
[24dic.2023 02:05:07.604] [modloading-worker-0/INFO] [quark/]: Loading Module Rainbow Lamps
[24dic.2023 02:05:07.605] [modloading-worker-0/INFO] [quark/]: Loading Module Raw Metal Bricks
[24dic.2023 02:05:07.605] [modloading-worker-0/INFO] [quark/]: Loading Module Shingles
[24dic.2023 02:05:07.605] [modloading-worker-0/INFO] [quark/]: Loading Module Industrial Palette
[24dic.2023 02:05:07.605] [modloading-worker-0/INFO] [quark/]: Loading Module Celebratory Lamps
[24dic.2023 02:05:07.605] [modloading-worker-0/INFO] [quark/]: Loading Module Rope
[24dic.2023 02:05:07.605] [modloading-worker-0/INFO] [quark/]: Loading Module Grate
[24dic.2023 02:05:07.605] [modloading-worker-0/INFO] [quark/]: Loading Module More Stone Variants
[24dic.2023 02:05:07.605] [modloading-worker-0/INFO] [quark/]: Loading Module More Mud Blocks
[24dic.2023 02:05:07.606] [modloading-worker-0/INFO] [quark/]: Loading Module Hollow Logs
[24dic.2023 02:05:07.606] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Bookshelves
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module Glass Item Frame
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module Hedges
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module Thatch
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module More Brick Types
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module Wooden Posts
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module Midori
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module Easy Transfering
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module Inventory Sorting
[24dic.2023 02:05:07.607] [modloading-worker-0/INFO] [quark/]: Loading Module Automatic Tool Restock
[24dic.2023 02:05:07.610] [modloading-worker-0/INFO] [quark/]: Loading Module Item Sharing
[24dic.2023 02:05:07.610] [modloading-worker-0/INFO] [quark/]: Loading Module Expanded Item Interactions
[24dic.2023 02:05:07.611] [modloading-worker-0/INFO] [quark/]: Loading Module Quick Armor Swapping
[24dic.2023 02:05:07.612] [modloading-worker-0/INFO] [quark/]: Loading Module Hotbar Changer
[24dic.2023 02:05:07.612] [modloading-worker-0/INFO] [quark/]: Loading Module Trowel
[24dic.2023 02:05:07.613] [modloading-worker-0/INFO] [quark/]: Loading Module Slime In A Bucket
[24dic.2023 02:05:07.613] [modloading-worker-0/INFO] [quark/]: Loading Module Endermosh Music Disc
[24dic.2023 02:05:07.614] [modloading-worker-0/INFO] [quark/]: Loading Module Ancient Tomes
[24dic.2023 02:05:07.619] [modloading-worker-0/INFO] [quark/]: Loading Module Pathfinder Maps
[24dic.2023 02:05:07.621] [modloading-worker-0/INFO] [quark/]: Loading Module Skull Pikes
[24dic.2023 02:05:07.623] [modloading-worker-0/INFO] [quark/]: Loading Module Seed Pouch
[24dic.2023 02:05:07.623] [modloading-worker-0/INFO] [quark/]: Loading Module Ambient Discs
[24dic.2023 02:05:07.624] [modloading-worker-0/INFO] [quark/]: Loading Module Beacon Redirection
[24dic.2023 02:05:07.624] [modloading-worker-0/INFO] [quark/]: Loading Module Bundle Recipe
[24dic.2023 02:05:07.624] [modloading-worker-0/INFO] [quark/]: Loading Module Color Runes
[24dic.2023 02:05:07.627] [modloading-worker-0/INFO] [quark/]: Loading Module Parrot Eggs
[24dic.2023 02:05:07.628] [modloading-worker-0/INFO] [quark/]: Loading Module Bottled Cloud
[24dic.2023 02:05:07.629] [modloading-worker-0/INFO] [quark/]: Loading Module Pickarang
[24dic.2023 02:05:07.630] [modloading-worker-0/INFO] [quark/]: Loading Module Abacus
[24dic.2023 02:05:07.630] [modloading-worker-0/INFO] [quark/]: Loading Module Torch Arrow
[24dic.2023 02:05:07.630] [modloading-worker-0/INFO] [quark/]: Loading Module Compasses Work Everywhere
[24dic.2023 02:05:07.631] [modloading-worker-0/INFO] [quark/]: Loading Module Replace Scaffolding
[24dic.2023 02:05:07.631] [modloading-worker-0/INFO] [quark/]: Loading Module Sponge On Water Placement
[24dic.2023 02:05:07.632] [modloading-worker-0/INFO] [quark/]: Loading Module Simple Harvest
[24dic.2023 02:05:07.634] [modloading-worker-0/INFO] [quark/]: Loading Module Better Elytra Rocket
[24dic.2023 02:05:07.635] [modloading-worker-0/INFO] [quark/]: Loading Module Zombie Villagers On Normal
[24dic.2023 02:05:07.637] [modloading-worker-0/INFO] [quark/]: Loading Module Lock Rotation
[24dic.2023 02:05:07.639] [modloading-worker-0/INFO] [quark/]: Loading Module Glass Shard
[24dic.2023 02:05:07.639] [modloading-worker-0/INFO] [quark/]: Loading Module Automatic Recipe Unlock
[24dic.2023 02:05:07.640] [modloading-worker-0/INFO] [quark/]: Loading Module Reacharound Placing
[24dic.2023 02:05:07.641] [modloading-worker-0/INFO] [quark/]: Loading Module Villagers Follow Emeralds
[24dic.2023 02:05:07.642] [modloading-worker-0/INFO] [quark/]: Loading Module Snow Golem Player Heads
[24dic.2023 02:05:07.643] [modloading-worker-0/INFO] [quark/]: Loading Module Vexes Die With Their Masters
[24dic.2023 02:05:07.643] [modloading-worker-0/INFO] [quark/]: Loading Module Renewable Spore Blossoms
[24dic.2023 02:05:07.645] [modloading-worker-0/INFO] [quark/]: Loading Module Safer Creatures
[24dic.2023 02:05:07.646] [modloading-worker-0/INFO] [quark/]: Loading Module Utility Recipes
[24dic.2023 02:05:07.647] [modloading-worker-0/INFO] [quark/]: Loading Module More Note Block Sounds
[24dic.2023 02:05:07.647] [modloading-worker-0/INFO] [quark/]: Loading Module Pig Litters
[24dic.2023 02:05:07.648] [modloading-worker-0/INFO] [quark/]: Loading Module Horses Swim
[24dic.2023 02:05:07.649] [modloading-worker-0/INFO] [quark/]: Loading Module Armed Armor Stands
[24dic.2023 02:05:07.650] [modloading-worker-0/INFO] [quark/]: Loading Module Dragon Scales
[24dic.2023 02:05:07.651] [modloading-worker-0/INFO] [quark/]: Loading Module Sign Editing
[24dic.2023 02:05:07.651] [modloading-worker-0/INFO] [quark/]: Loading Module Enhanced Ladders
[24dic.2023 02:05:07.652] [modloading-worker-0/INFO] [quark/]: Loading Module Double Door Opening
[24dic.2023 02:05:07.652] [modloading-worker-0/INFO] [quark/]: Loading Module Sponges Better
[24dic.2023 02:05:07.652] [modloading-worker-0/INFO] [quark/]: Loading Module Campfires Boost Elytra
[24dic.2023 02:05:07.653] [modloading-worker-0/INFO] [quark/]: Loading Module Slabs To Blocks
[24dic.2023 02:05:07.655] [modloading-worker-0/INFO] [quark/]: Loading Module Coral On Cactus
[24dic.2023 02:05:07.655] [modloading-worker-0/INFO] [quark/]: Loading Module Poison Potato Usage
[24dic.2023 02:05:07.656] [modloading-worker-0/INFO] [quark/]: Loading Module Dyeable Item Frames
[24dic.2023 02:05:07.657] [modloading-worker-0/INFO] [quark/]: Loading Module Hoe Harvesting
[24dic.2023 02:05:07.657] [modloading-worker-0/INFO] [quark/]: Loading Module Diamond Repair
[24dic.2023 02:05:07.657] [modloading-worker-0/INFO] [quark/]: Loading Module More Banner Layers
[24dic.2023 02:05:07.658] [modloading-worker-0/INFO] [quark/]: Loading Module Pat The Dogs
[24dic.2023 02:05:07.660] [modloading-worker-0/INFO] [quark/]: Loading Module No Durability On Cosmetics
[24dic.2023 02:05:07.660] [modloading-worker-0/INFO] [quark/]: Loading Module Slimes To Magma Cubes
[24dic.2023 02:05:07.661] [modloading-worker-0/INFO] [quark/]: Loading Module Emotes
[24dic.2023 02:05:07.661] [modloading-worker-0/INFO] [quark/]: Loading Module Grab Chickens
[24dic.2023 02:05:07.662] [modloading-worker-0/INFO] [quark/]: Loading Module Gold Tools Have Fortune
[24dic.2023 02:05:07.663] [modloading-worker-0/INFO] [quark/]: Loading Module Shulker Packing
[24dic.2023 02:05:07.664] [modloading-worker-0/INFO] [quark/]: Loading Module Map Washing
[24dic.2023 02:05:07.664] [modloading-worker-0/INFO] [quark/]: Loading Module Corundum
[24dic.2023 02:05:07.664] [modloading-worker-0/INFO] [quark/]: Loading Module Nether Obsidian Spikes
[24dic.2023 02:05:07.665] [modloading-worker-0/INFO] [quark/]: Loading Module Ancient Wood
[24dic.2023 02:05:07.665] [modloading-worker-0/INFO] [quark/]: Loading Module Monster Box
[24dic.2023 02:05:07.666] [modloading-worker-0/INFO] [quark/]: Loading Module New Stone Types
[24dic.2023 02:05:07.667] [modloading-worker-0/INFO] [quark/]: Loading Module Permafrost
[24dic.2023 02:05:07.667] [modloading-worker-0/INFO] [quark/]: Loading Module Big Stone Clusters
[24dic.2023 02:05:07.667] [modloading-worker-0/INFO] [quark/]: Loading Module No More Lava Pockets
[24dic.2023 02:05:07.668] [modloading-worker-0/INFO] [quark/]: Loading Module Glimmering Weald
[24dic.2023 02:05:07.668] [modloading-worker-0/INFO] [quark/]: Loading Module Blossom Trees
[24dic.2023 02:05:07.668] [modloading-worker-0/INFO] [quark/]: Loading Module Spiral Spires
[24dic.2023 02:05:07.669] [modloading-worker-0/INFO] [quark/]: Loading Module Chorus Vegetation
[24dic.2023 02:05:07.669] [modloading-worker-0/INFO] [quark/]: Loading Module Fairy Rings
[24dic.2023 02:05:07.669] [modloading-worker-0/INFO] [quark/]: Loading Module Azalea Wood
[24dic.2023 02:05:07.669] [modloading-worker-0/INFO] [quark/]: Loading Module Wraith
[24dic.2023 02:05:07.670] [modloading-worker-0/INFO] [quark/]: Loading Module Crabs
[24dic.2023 02:05:07.672] [modloading-worker-0/INFO] [quark/]: Loading Module Toretoise
[24dic.2023 02:05:07.675] [modloading-worker-0/INFO] [quark/]: Loading Module Shiba
[24dic.2023 02:05:07.675] [modloading-worker-0/INFO] [quark/]: Loading Module Forgotten
[24dic.2023 02:05:07.677] [modloading-worker-0/INFO] [quark/]: Loading Module Foxhound
[24dic.2023 02:05:07.681] [modloading-worker-0/INFO] [quark/]: Loading Module Stonelings
[24dic.2023 02:05:07.683] [modloading-worker-0/INFO] [quark/]: Loading Module Auto Walk Keybind
[24dic.2023 02:05:07.684] [modloading-worker-0/INFO] [quark/]: Loading Module Back Button Keybind
[24dic.2023 02:05:07.684] [modloading-worker-0/INFO] [quark/]: Loading Module Uses For Curses
[24dic.2023 02:05:07.684] [modloading-worker-0/INFO] [quark/]: Loading Module Camera
[24dic.2023 02:05:07.684] [modloading-worker-0/INFO] [quark/]: Loading Module Elytra Indicator
[24dic.2023 02:05:07.684] [modloading-worker-0/INFO] [quark/]: Loading Module Chest Searching
[24dic.2023 02:05:07.684] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Animal Textures
[24dic.2023 02:05:07.684] [modloading-worker-0/INFO] [quark/]: Loading Module Soul Candles
[24dic.2023 02:05:07.684] [modloading-worker-0/INFO] [quark/]: Loading Module Buckets Show Inhabitants
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Greener Grass
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Long Range Pick Block
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Usage Ticker
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Improved Tooltips
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Wool Shuts Up Minecarts
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Microcrafting Helper
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Spawner Replacer
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Enchantments Begone
[24dic.2023 02:05:07.685] [modloading-worker-0/INFO] [quark/]: Loading Module Enchantment Predicates
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Game Nerfs
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Adjustable Chat
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Selector
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Narrator Readout
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Overlay Shader
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Crate
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Pipes
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Totem Of Holding
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Tiny Potato
[24dic.2023 02:05:07.686] [modloading-worker-0/INFO] [quark/]: Loading Module Magnets
[24dic.2023 02:05:07.687] [modloading-worker-0/INFO] [quark/]: Loading Module Backpack
[24dic.2023 02:05:07.687] [modloading-worker-0/INFO] [quark/]: Loading Module Matrix Enchanting
[24dic.2023 02:05:08.367] [main/INFO] [quark/]: Dispatching Module Step REGISTER
[24dic.2023 02:05:08.870] [main/INFO] [quark/]: Dispatching Module Step POST_REGISTER
[24dic.2023 02:05:16.640] [main/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[24dic.2023 02:05:16.675] [modloading-worker-0/INFO] [mekanism.common.Mekanism/]: Version 10.3.9 initializing...
[24dic.2023 02:05:16.714] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[24dic.2023 02:05:16.722] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step SETUP
[24dic.2023 02:05:16.755] [modloading-worker-0/INFO] [mekanism.common.Mekanism/]: Fake player readout: UUID = 46e82cd0-d480-3d48-800a-77431ede078e, name = [Mekanism]
[24dic.2023 02:05:16.755] [modloading-worker-0/INFO] [mekanism.common.Mekanism/]: Mod loaded.
[24dic.2023 02:05:17.004] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [mcwwindows] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/window.json
[24dic.2023 02:05:17.044] [modloading-worker-0/INFO] [com.sk89q.worldedit.extension.platform.PlatformManager/]: Got request to register class com.sk89q.worldedit.forge.ForgePlatform with WorldEdit [com.sk89q.worldedit.extension.platform.PlatformManager@1ed26d06]
[24dic.2023 02:05:17.048] [modloading-worker-0/INFO] [com.sk89q.worldedit.forge.ForgeWorldEdit/]: WorldEdit for Forge (version 7.2.12+6240-87f4ae1) is loaded
[24dic.2023 02:05:17.069] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the FluidEffect with Unique ID of minecraft:water for Water (Fluid Amount Required: 1000) with the ID 0
[24dic.2023 02:05:17.070] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the FluidEffect with Unique ID of minecraft:lava for Lava (Fluid Amount Required: 1000) with the ID 1
[24dic.2023 02:05:17.070] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the FluidEffect with Unique ID of travelersbackpack:potion for Uncraftable Potion (Fluid Amount Required: 250) with the ID 2
[24dic.2023 02:05:17.070] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the FluidEffect with Unique ID of minecraft:milk for Milk (Fluid Amount Required: 1000) with the ID 3
[24dic.2023 02:05:17.072] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the FluidEffect with Unique ID of create:potion for Uncraftable Potion (Fluid Amount Required: 250) with the ID 4
[24dic.2023 02:05:17.240] [modloading-worker-0/INFO] [xaero.common.MinimapLogs/]: Loading Xaero's Minimap - Stage 1/2 (Server)
[24dic.2023 02:05:17.242] [main/INFO] [xaero.common.MinimapLogs/]: Loading Xaero's Minimap - Stage 2/2 (Server)
[24dic.2023 02:05:17.258] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step LOAD_COMPLETE
[24dic.2023 02:05:17.315] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [mcwwindows] Found status: OUTDATED Current: 2.2.0 Target: 2.2.1
[24dic.2023 02:05:17.316] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [mcwpaintings] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/paintings.json
[24dic.2023 02:05:17.354] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [mcwpaintings] Found status: UP_TO_DATE Current: 1.0.5 Target: null
[24dic.2023 02:05:17.355] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [travelersbackpack] Starting version check at https://gist.githubusercontent.com/Tiviacz1337/906937677aa472285dff9d6c2a189d5e/raw
[24dic.2023 02:05:17.524] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [travelersbackpack] Found status: OUTDATED Current: 8.2.34 Target: 8.2.37
[24dic.2023 02:05:17.525] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [mcwdoors] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/doors.json
[24dic.2023 02:05:17.566] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [mcwdoors] Found status: UP_TO_DATE Current: 1.1.0 Target: null
[24dic.2023 02:05:17.566] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[24dic.2023 02:05:18.285] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: UP_TO_DATE Current: 43.3.0 Target: null
[24dic.2023 02:05:18.286] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [corpse] Starting version check at https://maxhenkel.de/update/corpse.json
[24dic.2023 02:05:20.030] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [corpse] Found status: OUTDATED Current: 1.19.2-1.0.0 Target: 1.19.2-1.0.9
[24dic.2023 02:05:20.030] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cofh_core] Starting version check at https://raw.github.com/cofh/version/main/cofh_core/update.json
[24dic.2023 02:05:20.858] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cofh_core] Found status: UP_TO_DATE Current: 10.3.0 Target: null
[24dic.2023 02:05:20.859] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal] Starting version check at https://raw.github.com/cofh/version/main/thermal/update.json
[24dic.2023 02:05:21.654] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal] Found status: UP_TO_DATE Current: 10.3.0 Target: null
[24dic.2023 02:05:21.655] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [mcwbridges] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/bridges.json
[24dic.2023 02:05:21.704] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [mcwbridges] Found status: AHEAD Current: 2.1.1 Target: null
[24dic.2023 02:05:21.704] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [flywheel] Starting version check at https://api.modrinth.com/updates/flywheel/forge_updates.json
[24dic.2023 02:05:22.160] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [flywheel] Found status: AHEAD Current: 0.6.10-20 Target: null
[24dic.2023 02:05:22.160] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [securitycraft] Starting version check at https://www.github.com/Geforce132/SecurityCraft/raw/master/Updates/Forge.json
[24dic.2023 02:05:22.943] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [securitycraft] Found status: UP_TO_DATE Current: 1.9.6.1 Target: null
[24dic.2023 02:05:22.943] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_foundation] Starting version check at https://raw.github.com/cofh/version/main/thermal/update_foundation.json
[24dic.2023 02:05:23.269] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[24dic.2023 02:05:23.784] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_foundation] Found status: AHEAD Current: 10.3.1 Target: null
[24dic.2023 02:05:23.784] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_expansion] Starting version check at https://raw.github.com/cofh/version/main/thermal/update_expansion.json
[24dic.2023 02:05:24.587] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [thermal_expansion] Found status: AHEAD Current: 10.3.1 Target: null
[24dic.2023 02:05:24.587] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [tombstone] Starting version check at https://raw.githubusercontent.com/Corail31/tombstone_lite/master/update.json
[24dic.2023 02:05:24.628] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [tombstone] Found status: UP_TO_DATE Current: 8.2.12 Target: null
[24dic.2023 02:05:24.628] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cfm] Starting version check at https://mrcrayfish.com/modupdatejson?id=cfm
[24dic.2023 02:05:25.590] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cfm] Found status: BETA Current: 7.0.0-pre35 Target: 7.0.0-pre35
